"VIDEO_ID","COMMENT_TEXT"
"Tm8LGxTLtQk","This is so deep, I truly love this song"
"Tm8LGxTLtQk","This is why Linkin Park always be better than the others.........."
"Tm8LGxTLtQk","Part of my teenage days died with you chester 😢"
"Tm8LGxTLtQk","I almost cried at the end when you showed the LP logo"
"Tm8LGxTLtQk","7 years listen a song,my heart,ow my heart,💔💔,#ripchester"
"Tm8LGxTLtQk","This is soo beautiful...😢❤"
"Tm8LGxTLtQk","still waiting for one more light but it never comes"
"Tm8LGxTLtQk","I can’t listen to this song without crying"
"Tm8LGxTLtQk","Dis is the last song of you I'm man I'm can cry to... I love all of your song....now you is legend for me.. 😭😭"
"Tm8LGxTLtQk","Only true Linkin Park Fans will cry😥"
"Tm8LGxTLtQk","Good song"
"Tm8LGxTLtQk","Forever soldier, forever Linkin Park. FOREVER CHESTES. SEE YOU."
"Tm8LGxTLtQk","Chester once. Chester always. Chester forever."
"Tm8LGxTLtQk","RIP legend"
"Tm8LGxTLtQk","#RIPChester 😪 :( why??!!"
"Tm8LGxTLtQk","🙁...r.i.p. chester, from rosario, arg."
"Tm8LGxTLtQk","😭😭😭😭👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏❤❤❤❤❤❤❤❤"
"Tm8LGxTLtQk","🇦🇷"
"Tm8LGxTLtQk","R.I.P Chester from Germany"
"Tm8LGxTLtQk","😭😭😭😭😭because...\nRIP CHESTER"
"Tm8LGxTLtQk","#respect_this_legend"
"Tm8LGxTLtQk","I admit i cried..."
"Tm8LGxTLtQk","Good"
"Tm8LGxTLtQk","This voice....❤️😔"
"Tm8LGxTLtQk","We miss you chester #rip"
"Tm8LGxTLtQk","We miss you"
"Tm8LGxTLtQk","😢😢😖😟"
"Tm8LGxTLtQk","I hate bts"
"Tm8LGxTLtQk","R.I.P"
"Tm8LGxTLtQk","Rest In Peace 🖤"
"Tm8LGxTLtQk","#RIP chester"
"Tm8LGxTLtQk","😭☹️Iloveyou chester♥️ Lots of love"
"Tm8LGxTLtQk","Llore"
"Tm8LGxTLtQk","R.I.P🙏💖"
"Tm8LGxTLtQk","Rip"
"Tm8LGxTLtQk","Rest in peace"
"Tm8LGxTLtQk","😭Rest in ✌️Chester!!"
"Tm8LGxTLtQk","Nice."
"Tm8LGxTLtQk","3:26 that smile :')"
"Tm8LGxTLtQk","Saudades de ti Chester...😭😫💔"
"Tm8LGxTLtQk","Rest in peace chester ......"
"Tm8LGxTLtQk","#RIP Chester"
"Tm8LGxTLtQk","Old good days 😳❤"
"Tm8LGxTLtQk","Rip★"
"Tm8LGxTLtQk","Love U ;)"
"Tm8LGxTLtQk","#HEROSNEVERDIED"
"Tm8LGxTLtQk","I thought he is dead"
"PbW14E2eHJ0","Broke my replay button lol."
"PbW14E2eHJ0","Justin Timberlake? 😕"
"PbW14E2eHJ0","I like how you can see those five girls doing their own thing, then gradually coming up with a dance together, then showing others the dance."
"PbW14E2eHJ0","Like From #Nepal for Zedd"
"PbW14E2eHJ0","They look like brothers 😱"
"PbW14E2eHJ0","I hope he doesn’t wear those gold necklace"
"PbW14E2eHJ0","Sexy i want you now\nSo damn hot😍🔥"
"PbW14E2eHJ0","SO AMAZZZZZZZZZZZZING!!!!!!!!!!! LOVE YOU PROUD OF YOU GUYS"
"PbW14E2eHJ0","liam enjoying a lot in this Mv..loved to see him like that"
"PbW14E2eHJ0","I'm a 14 year old music producer, it would means a lot to me if  you guys check my channel out."
"PbW14E2eHJ0","Now I'm like when did this happen!!!"
"PbW14E2eHJ0","trying despacito concept?? bit its ok.. caused this song amazing too..."
"PbW14E2eHJ0","Is he trying to do JB impression?"
"PbW14E2eHJ0","he was literally playing outside my boyfriend's flat and i did not even realize that's him damn"
"PbW14E2eHJ0","need the name of the jacket from zedd?"
"PbW14E2eHJ0","Liam is better with one direction"
"PbW14E2eHJ0","Poor Liam no one wants to high 5 you 2:36"
"PbW14E2eHJ0","the video makes me happy"
"PbW14E2eHJ0","Late squad were u at??"
"PbW14E2eHJ0","HEY LOOK! did anyone notice liam wearing FEAR OF GOD jacket in the beginning??!!......Its just like zayn's in still got time...ohhhh 1D plz come back"
"PbW14E2eHJ0","And I wasn’t invited"
"PbW14E2eHJ0","The car is the same where zayn used in dust till dawn , guys!!"
"PbW14E2eHJ0","Seriously, I was in London that day and I didn't know they were there. We didn't see them there"
"PbW14E2eHJ0","I LOVE THIS SO MUCH !!!!!!!!!!!!"
"PbW14E2eHJ0","This reminds me of the 1D music video, One Thing😀"
"PbW14E2eHJ0","Who here's before 1M?!"
"PbW14E2eHJ0","I love it buddy nice song"
"PbW14E2eHJ0","One Of the best things i have ever seen in my lifee😍😍❤️🔥\nFreakin BEAUTIFUL😭😍❤️"
"PbW14E2eHJ0","So cute from the beginning to the end"
"PbW14E2eHJ0","LIAM BABY 😍 \nAnd the 'fear of God' 🤗😍ziam😍"
"PbW14E2eHJ0","They look like brothers"
"PbW14E2eHJ0","Even though I dont appreciate the song so much Zedd is still effing cute XD"
"PbW14E2eHJ0","This is why I love ZEDD. He does such amazing things with music."
"PbW14E2eHJ0","Liam looking so cute and adorable like a cute puppy 😚😘😘😉"
"PbW14E2eHJ0","get gulp get gulp... am i the only one mishearing the lyrics?"
"PbW14E2eHJ0","THIS MUSIC VID IS EVERYTHING !!!!! 🖤🖤🖤🖤🖤"
"PbW14E2eHJ0","Wow! I never knew zedd could sing just like Liam 0_o."
"PbW14E2eHJ0","reminds me of One Thing"
"PbW14E2eHJ0","Who is here before 5 Million Views? \n\n\n\nI AM"
"PbW14E2eHJ0","reminds me of one thing's double decker bus music video"
"PbW14E2eHJ0","I wonder where are the directioner, in the middle of this video, why wouldn't any of us took a part of this?"
"PbW14E2eHJ0","Fear Of God in Liam's jacket. And also in Zayn's tee in SGT. ^_^"
"PbW14E2eHJ0","Spotted: Sugg life phone case (around 1:55) \nfor those of you who doesn't know them that is a youtubers merch"
"PbW14E2eHJ0","Who is watching dis in bed???"
"PbW14E2eHJ0","Lol It bothers me that there's a Muslim woman in this video, she looks so awkward"
"PbW14E2eHJ0","Can't watch this without a big smile on your face. Great video."
"PbW14E2eHJ0","i love you Liam! You're a legend"
"PbW14E2eHJ0","i don't know why but this song makes me so happy!!"
"PbW14E2eHJ0","This video deserves more videos.."
"PbW14E2eHJ0","Tell me your class and if it matches mine I'll subscribe you!😀"
"PbW14E2eHJ0","Okay but WHY NO ONE IS TALKING ABOUT ZIAM. ZAYN WORE A SWEATSHIRT WRITTEN FEAR OF GOD IN SGT."
"PbW14E2eHJ0","zedd ilysm :("
"PbW14E2eHJ0","😍😍😍😍😍😍😍😍😍"
"PbW14E2eHJ0","❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
"PbW14E2eHJ0","♡♡♡"
"PbW14E2eHJ0","I love it"
"PbW14E2eHJ0","😍😍😍😍"
"PbW14E2eHJ0","Zedd dancing lol"
"PbW14E2eHJ0","The beautiful London"
"PbW14E2eHJ0","Yoooo.. you get my ass poppin' LOL"
"PbW14E2eHJ0","LIAMMMMMMMMMM"
"PbW14E2eHJ0","Superb song.....😎😆😘👍👌👌👌👌"
"PbW14E2eHJ0","plz come to Russia"
"PbW14E2eHJ0","Wè want ONE DİRECTİON"
"PbW14E2eHJ0","Ali a?"
"PbW14E2eHJ0","so nice"
"PbW14E2eHJ0","BRASIL?"
"PbW14E2eHJ0","😍😍😍"
"PbW14E2eHJ0","this't best"
"PbW14E2eHJ0","THEY ARE SO CUTE OMG MA DADDIES IMMA PROUD DAUGHTER"
"PbW14E2eHJ0","1:55 that suggs merch tho 😂"
"PbW14E2eHJ0","Liam!!!!!!!!!!"
"PbW14E2eHJ0","Ohhh!!! Amazing!!! 😍😍😍😍😍"
"PbW14E2eHJ0","fear of god😍😍"
"PbW14E2eHJ0","Like 😞"
"PbW14E2eHJ0","SUPER!!!"
"PbW14E2eHJ0","Hmmmm! Not bad hmmmm!!😉"
"PbW14E2eHJ0","iine!!"
"PbW14E2eHJ0","babies 💝"
"PbW14E2eHJ0","2 PUPPIES😍❤️🔥"
"PbW14E2eHJ0","1:55 sugg life merchandies 😂❤️"
"PbW14E2eHJ0","Zedd❤️"
"PbW14E2eHJ0","Nice, refreshing video"
"PbW14E2eHJ0","Crowd singing 😆❤️"
"PbW14E2eHJ0","Get low😀"
"PbW14E2eHJ0","get low"
"PbW14E2eHJ0","Zeiam😂😍"
"PbW14E2eHJ0","Love you soooo much"
"PbW14E2eHJ0","great beat"
"PbW14E2eHJ0","NICE SONG"
"PbW14E2eHJ0","*One Direction Love*"
"PbW14E2eHJ0","Notification squad"
"PbW14E2eHJ0","Zedd, Liam Payne - Get Low"
"PbW14E2eHJ0","Earlyy"
"PbW14E2eHJ0","💗"
"PbW14E2eHJ0","Zedd, Liam Payne - Get Low"
"PbW14E2eHJ0","ahaha my friend was there"
"PbW14E2eHJ0","I'm crying lol"
"PbW14E2eHJ0","Liam payne 10 new songs here 👉 https://youtu.be/td0rXB-HUfc"
"PbW14E2eHJ0","Hell yeah shits dope"
"SHq2qrFUlGY","Fuerza Mexico y Puerto Rico!"
"SHq2qrFUlGY","27,5M ❤"
"SHq2qrFUlGY","My love shakira better than katy Perry 😎😎😎😎😎"
"SHq2qrFUlGY","In Latin rapper Maluma and Daddy Yankee are the best"
"SHq2qrFUlGY","look at the channel"
"SHq2qrFUlGY","If anyone sub me I'll sub back 👍💯"
"SHq2qrFUlGY","i do not.know this dancer but it s sound good"
"SHq2qrFUlGY",":( always the same style"
"SHq2qrFUlGY","https://www.facebook.com/angelnobles90/videos/1051250551576840/ please listen to my video please 😞 im a real person. just trying to see what ppl think"
"SHq2qrFUlGY","Dance is not well"
"SHq2qrFUlGY","Check out my rap on my channnel, it is fire🔥🔥🔥"
"SHq2qrFUlGY","All her music and videos are the same i guess she need to try something new"
"SHq2qrFUlGY","I'm living for the grunge look 😭 It looks like a modern version of her early years"
"SHq2qrFUlGY","For some reason this video gives me throwbacks of her...makes sense??? I love it and I love her"
"SHq2qrFUlGY","about damn time! love this song! <3"
"SHq2qrFUlGY","Your amazing Shakira!!! LOVE the Huskies at the beginning of video!! I personally have two beautiful Siberian Huskies!!!"
"SHq2qrFUlGY","Hfuyfh by ft if yy"
"SHq2qrFUlGY","10 de 10 Chile te ama"
"SHq2qrFUlGY","Es inevitable 👍👍👍"
"SHq2qrFUlGY","nicky shakri"
"SHq2qrFUlGY","Olddddd woman 😏"
"SHq2qrFUlGY","super"
"SHq2qrFUlGY","me aburrió literal."
"SHq2qrFUlGY","Que chido esta cancion!"
"SHq2qrFUlGY","3:16 cuando intentas trolear :v😂"
"SHq2qrFUlGY","te amo shakira"
"SHq2qrFUlGY","You are perfect Shakiraaaaaaa 😍"
"SHq2qrFUlGY","bn"
"SHq2qrFUlGY","Me encanta"
"SHq2qrFUlGY","Bonita"
"SHq2qrFUlGY","Una música fabulosa"
"SHq2qrFUlGY","ishakira  LOL"
"SHq2qrFUlGY","#shakira"
"SHq2qrFUlGY","amei.    😘😍😙🙌😻😺💏"
"SHq2qrFUlGY","shakira es hermosa y bella"
"SHq2qrFUlGY","#FuerzaMexico"
"SHq2qrFUlGY","❤❤❤❤"
"SHq2qrFUlGY","ishakira😂"
"SHq2qrFUlGY","Me encanta la combinación perfecta"
"SHq2qrFUlGY","gusto"
"SHq2qrFUlGY","Te amo Shaki"
"SHq2qrFUlGY","buen dúo  fantastico"
"SHq2qrFUlGY","gestyy.com/q7hXNK"
"SHq2qrFUlGY","Wow"
"SHq2qrFUlGY","Loved"
"SHq2qrFUlGY","indirecta para pique"
"SHq2qrFUlGY","Buena canción. lastima que se ponga a bailar estilo ARABE  en una canción reguetton??? Eso donde cuadra???"
"SHq2qrFUlGY","Quién más espera el #DoradoWorldTour ?\n🙋🙋🙋🙋🙋🙋🙋🙋🙋"
"SHq2qrFUlGY","el video es muy raro"
"SHq2qrFUlGY","Todos los vídeos de shakira tienen dorado"
"SHq2qrFUlGY","Quiero saber cuándo me vas a insistir y hasta donde llegarías por mim 🎵🎶🎶🎶"
"SHq2qrFUlGY","la abuela mas sexy de la cultura latina!!! y el pandillero dulce jajaja POR FAVOR, dejemos de comer caca!!!"
"SHq2qrFUlGY","A  shakira le quedan bien todas las pelucas :v 1:15"
"SHq2qrFUlGY","Shakira me das tu número de wathsapp"
"SHq2qrFUlGY","Shakira podria empezar a cambiar sus pasitos de baile"
"SHq2qrFUlGY","Que paso con el pop, regueton asqueroso, shakira regresa a las de la intuicion o la loba por favor,"
"SHq2qrFUlGY","Utilizando personas como instrumentos musicales es una mera copia de Apocaliptica ^^"
"SHq2qrFUlGY","Shakira eres una gran putsy como vas a pasar del pop al perteo intenso! Suscribanse a mi canal subo video de Minecraft."
"SHq2qrFUlGY","Genia Shak!!! todo lo que haces es INCREIBLE!"
"SHq2qrFUlGY","Perro fiel como el!!! ❤❤❤"
"SHq2qrFUlGY","follow my brand please! Facebook: Fresca Morena \nInstagram: @Frescamorena 😍"
"SHq2qrFUlGY","Shakira é maravilhosa"
"SHq2qrFUlGY","Queen❤❤"
"SHq2qrFUlGY","Vamos shakifans con toda"
"SHq2qrFUlGY","Shakira esta bn 😏"
"SHq2qrFUlGY","❤️❤️❤️"
"SHq2qrFUlGY","👍👍👍👍👍"
"SHq2qrFUlGY","ShakiF@N 👍 27 550 370 - Perro Fiel 🐶 = Faithful Dog 🐕🐶 = Chien Fidèle 🐶"
"SHq2qrFUlGY","27 views 👏"
"SHq2qrFUlGY","Pique is one lucky bastard"
"SHq2qrFUlGY","No pasa nada. 👎"
"SHq2qrFUlGY","jaja que haco shakira jajajaja"
"SHq2qrFUlGY","México lluvia de bendiciones."
"SHq2qrFUlGY","Porfin reggaetón sin machismo el antiguo que si vale la pena\nFelicitaciones shakira y nicky jam"
"SHq2qrFUlGY","Amo la canción de a me la aprendi"
"SHq2qrFUlGY","El video no me gusta."
"SHq2qrFUlGY","yo ciando vi el da la vici decía que era mi prefería liego escuche chantaje también mi preferida liego me enamore y ahora esta me flipas"
"SHq2qrFUlGY","pero sebastian no esta enojaro"
"SHq2qrFUlGY","Genial soy una fan de Shakira"
"SHq2qrFUlGY","chutaa  me encanta este tema  muy buena te  amo. shakira....  \nummm quiero saber cuanto me vas insistir  ......... k, rico"
"SHq2qrFUlGY","Que clase de baile es ese Shakira! ! 😂"
"SHq2qrFUlGY","Que orgullo que shakira es latina"
"SHq2qrFUlGY","Todos apollando a México 🇲🇽 necesitan de nuestra ayuda fuerza"
"SHq2qrFUlGY","es fantastica su video"
"SHq2qrFUlGY","Este tema está mejor que Chantaje y me enamore, necesita tener más visitas, vamos Shakifans a reproducir ▶."
"SHq2qrFUlGY","Like si te encanto la cancion"
"SHq2qrFUlGY","Ella es una bendición."
"SHq2qrFUlGY","Shakira puede que se mueva bien... pero ese baile perjudicó todo. Nada que ver con el ritmo del tema. Ummm mejor lo escucho y no lo veo."
"SHq2qrFUlGY","Me encanta"
"SHq2qrFUlGY","Sosss  una Diosaaaa  Shakira!💋💋💋"
"SHq2qrFUlGY","RE LINDO"
"SHq2qrFUlGY","😄"
"SHq2qrFUlGY","shakira es la mujer mas hermosa del mundo like si la aman"
"SHq2qrFUlGY","3:17 la mejor parte de la canción"
"SHq2qrFUlGY","Withaout Shakira would have been better!"
"SHq2qrFUlGY","Shakira  extraño los videos Cómo  SUERTE.GIVE IT TO ME.LO HECHO ESTÁ HECHO.TE AVISO TE ANUNCIO. OJOS ASÍ. Hips.Dont.Lif estos eran mucho mejor"
"SHq2qrFUlGY","Baia  baia , ha regresado a los viejos tiempos sin regueton machista...."
"SHq2qrFUlGY","Yo tengo miedo de que me guste y que valla a enloquecer 😍😍😍"
"SHq2qrFUlGY","Esta mujer tiene un culazo 😍👌😈"
"SHq2qrFUlGY","shakira quedo como gorda después de los embarazos"
"paXOkGMyG8M","i really miss Maddie to dance..."
"paXOkGMyG8M","I Love this song 😍"
"paXOkGMyG8M","Interesting ,me and Madie are the same age but she is already famous and Im strugeling to make my first movie."
"paXOkGMyG8M","Who else wanna watch the movie now?"
"paXOkGMyG8M","Not everyone has earned their place, some have it stolen. Until peace is desired more than fighting for peace you prefer, to hell with everything."
"paXOkGMyG8M","Inspiring,awsome as always Sia your voice is going to make this an epic rememberable moment.We all depend on this movie to be awsome!! ;))"
"paXOkGMyG8M","I love how Sia forever keeps feeding my life with amazing music love you Sia. Thank You."
"paXOkGMyG8M","I love her voice ♡♥"
"paXOkGMyG8M","Fuck sellout of the year 😂"
"paXOkGMyG8M","I would like to see other pony versions of singers/celebs"
"paXOkGMyG8M","I love it sm!💕"
"paXOkGMyG8M","I love you Sia"
"paXOkGMyG8M","That' a girl Maddie!"
"paXOkGMyG8M","I Love <3 , I want to see the movie , :3"
"paXOkGMyG8M","HER FACE! IS SO BEAUTIFUL!! HER DANCE MOVES! THEY'RE BEAUTIFUL!!"
"paXOkGMyG8M","I can't believe I use to be a brony fml"
"paXOkGMyG8M","I'm even more excited for the movie now! I hope Discord, Luna, Sunset and Starlight are in it."
"paXOkGMyG8M","It was funny when she was rolling around in the water, i lost all seriousness in the video"
"paXOkGMyG8M","This video is really the best i love it❤️❤️"
"paXOkGMyG8M","what? MLP has Sia in it? That's ... dope..."
"paXOkGMyG8M","your a pony?What one year ago my    little pony is my favorite show but good job the song is fantastic!"
"paXOkGMyG8M","Gurl why MLP? I hear MLP from my best friend all the time...\nWhy you\nIt’s expected of him ( best friend ) though"
"paXOkGMyG8M","Oh man... If the whole soundtrack is like this, I definitely want to see the movie!"
"paXOkGMyG8M","This song alone has convinced me to watch this with my niece's."
"paXOkGMyG8M","Lmfao this has a shit ton of spoilers but good song"
"paXOkGMyG8M","Maddie's beyond amazing!! I'm so in love with her <3"
"paXOkGMyG8M","i thought CL would be the one to sing this?"
"paXOkGMyG8M","Hey! Look our covers and if you like this, subscribe :3 sorry 4 the spam"
"paXOkGMyG8M","IS AMAZING ...I LIKE IT"
"paXOkGMyG8M","Ahhhha sia I'm so excited for her to be in the mlp movie"
"paXOkGMyG8M","Lol my little pony 😂👌🏻 now I want to see it back."
"paXOkGMyG8M","I love sia, but this my little pony thing is cringe and so are Bronies"
"paXOkGMyG8M","I like this music,thanks fav pony sia😉😉😉"
"paXOkGMyG8M","I have the Target exclusive Songbird Serenade 😍😍😍 It was love at first sigtt2"
"paXOkGMyG8M","Some see crazy where i see love"
"paXOkGMyG8M","sia has one of the most unique and beautiful voice. my love for her is increasing to high"
"paXOkGMyG8M","*listens one second* I love this song!"
"paXOkGMyG8M","We love from Venezuela Sia"
"paXOkGMyG8M","i Love This song 💖😍👑✨💕\ni Love u SIA 👑💞"
"paXOkGMyG8M","Sia makes me wanna watch this movie even though I never watch pony"
"paXOkGMyG8M","MY CHILDHOOD AND SIA!!!! THIS IS BEAUTIFUL"
"paXOkGMyG8M","i don't know why people really like Sia's pony OC that i didn't know she liked MLP. < or not..?"
"paXOkGMyG8M","Sia never fails to get me in my feels. This song feels like it was made back in a certain point in my life where things were going so well, and I'm here almost sobbing 😭"
"paXOkGMyG8M","What is this language?"
"paXOkGMyG8M","Good song, but I couldn’t pay attention to it because of the ponies 😂"
"paXOkGMyG8M","Not a big fan of Sia but it's nice seeing her collaborate to the mlp movie"
"paXOkGMyG8M","Dear Sia- in five minutes you will be very embarrassed. I apologize for your loss"
"paXOkGMyG8M","Half of the words I can't even understand because she's mumbling them."
"paXOkGMyG8M","I'm INFJ personal and this song make me cry so hard i don't know if it's happiness \nor sadness tears. I love you sia💜💜."
"paXOkGMyG8M","[Verse 1] \nI know you, you’re a special one \nSome see crazy where I see love \nYou fall so low but shoot so high \nBig dreamers shoot for open sky \nSo much life in those open eyes \nSo much depth, you look for the light \nBut when your wounds open, you will cry \nYou’ll cry out now and you’ll question why \n\n[Chorus] \nI can see a rainbow \nIn your tears as they fall on down \nI can see your soul grow \nThrough the pain as they hit the ground \nI can see a rainbow \nIn your tears as the sun comes out \nAs the sun comes out \n\n[Verse 2] \nI am here and I see your pain \nThrough the storms, through the clouds, the rain \nI’m telling you you cannot escape \nYou can do it, just feel baby \n\n[Chorus] \nI can see a rainbow \nIn your tears as they fall on down \nI can see your soul grow \nThrough the pain as they hit the ground \nI can see a rainbow \nIn your tears as the sun comes out \nAs the sun comes out \n\n\n[Bridge] \nHere comes the sun \nSmiling down \nHere comes the sun \nSmiling down \nHere comes the sun \nSmiling down \nSmiling down \n\n[Chorus] \nI can see a rainbow \nIn your tears as they fall on down \nI can see your soul grow \nThrough the pain as they hit the ground \nI can see a rainbow \nIn your tears as the sun comes out \nAs the sun comes out \nI can see a rainbow \nIn your tears as they fall on down \nI can see your soul grow \nThrough the pain as they hit the ground \nI can see a rainbow \nIn your tears as the sun comes out \nAs the sun comes out"
"paXOkGMyG8M","I think SIA is one of d most amazing singer song writer in d world. Her voice is compatible to all kinds of genres."
"paXOkGMyG8M","Uploaded my first ever reaction to THIS SONG AND VIDEO!! WOO! I hope all of you or let's be realistic at least some of you will come check it out! :) much love from a silly guy in Central California xo"
"paXOkGMyG8M","What a beautiful song. Sia is so crazy talented - her voice is sheer perfection."
"paXOkGMyG8M","Just helps in forgetting all the tension and stress! !!! Awsome song...soul touching."
"paXOkGMyG8M","Sia is a beautiful pony!! She is my favourite"
"paXOkGMyG8M","This was exactly what I needed to see rn, love the way she dances combined with that soulful song... AMAZING 👏❤"
"paXOkGMyG8M","I love the animation on the pony's it feels so REAL!"
"paXOkGMyG8M","Fantastic... this is so good I hope this has a billion views eventually and I'm definitely seeing the movie in theatres"
"paXOkGMyG8M","I love Sia, in every song, she transmit us a a feeling, she make us feel (at least I feel that) better with every song. I think you already realise that she has a song for every feeling, she is perfect"
"paXOkGMyG8M","Perffect Cover,I'love Sia. ❤️❤️❤️"
"paXOkGMyG8M","awesome👍"
"paXOkGMyG8M","😻😻😻😻😻"
"paXOkGMyG8M","loved seeing maddie dancing again"
"paXOkGMyG8M","❤❤"
"paXOkGMyG8M","sia+my little pony=omg wtf"
"paXOkGMyG8M","my favvv songg"
"paXOkGMyG8M","oh that accent ,  man 👌"
"paXOkGMyG8M","what the actual"
"paXOkGMyG8M","Love from arab ❤"
"paXOkGMyG8M","Soso Excited!!!!!"
"paXOkGMyG8M","Cool"
"paXOkGMyG8M","si good"
"paXOkGMyG8M","Oooo\nSia is a pegasus! Nice."
"paXOkGMyG8M","Very good song"
"paXOkGMyG8M","great"
"paXOkGMyG8M","Maddie Ziegler's worst performance"
"paXOkGMyG8M","bruh"
"paXOkGMyG8M","1. JOJO SIWA\n2. MACKENZIE ZIEGLER\n3. KENDALL K.\n4. KALANI\n5. MADDIE ZIEGLER"
"paXOkGMyG8M","Waoow😍😍 perfect"
"paXOkGMyG8M","the bronies are SHOOK"
"paXOkGMyG8M","Omg omg!!!! <3 mlp yeeeea"
"paXOkGMyG8M","Best artist forever 💜"
"paXOkGMyG8M","cadê os BR !!!"
"paXOkGMyG8M","My fav song"
"paXOkGMyG8M","I love sia😘"
"paXOkGMyG8M","Love Sia from Brazil ❤"
"paXOkGMyG8M","Love you maddie ❤️"
"paXOkGMyG8M","30 likes for my birthday"
"paXOkGMyG8M","Perfect"
"paXOkGMyG8M","😉😘😘"
"paXOkGMyG8M","Love from Indonesia 😘"
"paXOkGMyG8M","Amazing song!"
"paXOkGMyG8M","I love songbird serenade and sia  MLP and rainbow 4ever"
"paXOkGMyG8M","What?!"
"paXOkGMyG8M","Please,thank you"
"paXOkGMyG8M","MLLLLP"
"paXOkGMyG8M","I love sia pony"
"paXOkGMyG8M","Well sia later sia."
"paXOkGMyG8M","Who thought that a song would make me curious to see a movie that I don't like"
"paXOkGMyG8M","Ong I can't wait for the movie to come out Shia is my fav pony too"
"J_ub7Etch2U","Who else cried while watching this video? So perfect :0\nI made a Cover of it, check it out on my channel 😉"
"J_ub7Etch2U","i think he like mr.bean now lol"
"J_ub7Etch2U","Clicked on this by accident. best accident so far"
"J_ub7Etch2U","Sam smith is cashing out on Gaypride campaigns by giving reference in his songs."
"J_ub7Etch2U","Funny thing the place were the guy is stopped by the police is were I work lol"
"J_ub7Etch2U","https://www.facebook.com/ViralNaThis13/videos/822220954623707/ you must watch this dont hesitate!"
"J_ub7Etch2U","He looks so much more handsome and defined since he lost weight and been hitting the treadmill 😊"
"J_ub7Etch2U","Love this!"
"J_ub7Etch2U","This song is so beautiful, emotional and...\n\n\n\n\nPERFECT"
"J_ub7Etch2U","i don't like the new sam smith..he looks like a old man...be as before we prefer"
"J_ub7Etch2U","Great fucking singer but what a gay cunt \n\n\n\n\nSorry 😐"
"J_ub7Etch2U","I realize how charming Sam Smith in this video"
"J_ub7Etch2U","Was no need to show homosexuality"
"J_ub7Etch2U","love this song so so much !!!"
"J_ub7Etch2U","please for the sake !! not even 1M like!"
"J_ub7Etch2U","Sam has changed a lot……………"
"J_ub7Etch2U","https://youtu.be/gQDo5QuZTaw enjoy watching the currently trending#1 video from South of India."
"J_ub7Etch2U","Sam i miss you so much❣️"
"J_ub7Etch2U","Dr Oz  medicine is a good remedy for HPV WARTS , I was browsing through the Internet searching for remedy on HPV WARTS cure and i saw comment of people talking about how Dr.Oz cure them from HPV WARTS, I decided to contact, I contacted him and he guided me. I asked him for solutions and he started the remedies for my health. Thank God, now everything is fine, I’m cured by Dr.Oz herbal medicine, I’m very thankful to Dr.Oz, reach him on \n\nOzremedycure@gmail.com \n\nCall him on +2348056391583"
"J_ub7Etch2U","Nope just not my music. And btw why do you hate k pop??"
"J_ub7Etch2U","Lyrics\n\nYou must think that I'm stupid\nYou must think that I'm a fool\nYou must think that I'm new to this\nBut I have seen this all before\n\nI'm never gonna let you close to me\nEven though you mean the most to me\n'Cause every time I open up, it hurts\nSo I'm never gonna get too close to you\nEven when I mean the most to you\nIn case you go and leave me in the dirt\n\nBut every time you hurt me, the less that I cry\nAnd every time you leave me, the quicker these tears dry\nAnd every time you walk out, the less I love you\nBaby, we don't stand a chance, it's sad but it's true\n\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\n\nI know you're thinking I'm heartless\nI know you're thinking I'm cold\nI'm just protecting my innocence\nI'm just protecting my soul\n\nI'm never gonna let you close to me\nEven though you mean the most to me\n'Cause every time I open up, it hurts\nSo I'm never gonna get too close to you\nEven when I mean the most to you\nIn case you go and leave me in the dirt\n\nBut every time you hurt me, the less that I cry\nAnd every time you leave me, the quicker these tears dry\nAnd every time you walk out, the less I love you\nBaby, we don't stand a chance, it's sad but it's true\n\nI'm way to good at goodbyes\n(I'm way to good at goodbyes)\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\nNo way that you'll see me cry\n(No way that you'll see me cry)\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\n\nNo\nNo, no, no, no, no (I'm way too good at goodbyes)\nNo, no, no, no\nNo, no, no (I'm way too good at goodbyes)\n(No way that you'll see me cry)\n(I'm way too good at goodbyes)\n\n'Cause every time you hurt me, the less that I cry\nAnd every time you leave me, the quicker these tears dry\nAnd every time you walk out, the less I love you\nBaby, we don't stand a chance, it's sad but it's true\nI'm way too good at goodbyes"
"J_ub7Etch2U","#♥♥♥♥  ♥♥♥♥♥  #♥♥♥♥  ♥♥♥♥  #♥♥♥♥\n*Based on love alone. God sent His Son Jesus Christ to die in our place. Then on the third day rose Him  from the dead.*\n*Now, though Jesus Christ alone. God has granted us the free gift of eternal life. He will save and heal you, if you ask Him.*"
"J_ub7Etch2U","I am sobbing. I will never love him any less. He'll always be a part of me. Always. \nBut we really didn't stand a chance. It's sad but it's true. \n\nI'm not really good at goodbyes though. hahah :) \n\nThank You Sam. :*"
"J_ub7Etch2U","Sam killed it or whoever this clone is 😂🤣"
"J_ub7Etch2U","this is so perfect❤"
